id,product,recommended,shop,uid,api_key,email,order_id,created_at,device,price
34,8.09253E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 13:40,desktop,1980
30,8.19372E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 13:36,desktop,8190
42,8.09253E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 14:40,desktop,8490
95,8.19372E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 14:52,desktop,9150
87,8.09253E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 13:19,desktop,1980
116,8.09253E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,05c5a92ecfcc455ca7f5b3fad2098080,null,null,17/07/2023 13:44,desktop,1024
12183347,8.03805E+12,TRUE,xstak-xap.myshopify.com,3dpqyUXcxbH8,05dc318a7261419491ae0d16a6091c04,null,null,14/09/2023 11:28,desktop,null
12182839,8.03805E+12,TRUE,xstak-xap.myshopify.com,3dpqyUXcxbH8,05dc318a7261419491ae0d16a6091c04,null,null,14/09/2023 11:28,desktop,null
179,8.09253E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,094c25497621467b92df312333984530,null,null,11/08/2023 7:16,desktop,3280
94,8.19372E+12,TRUE,shopcast-app.myshopify.com,g3tZI0M4FwNu,094c25497621467b92df312333984530,null,null,11/08/2023 8:52,desktop,8190
16279328,6.88246E+12,FALSE,shoeboxpk.myshopify.com,3P3gHDLQm2kY,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:31,mobile,null
15617397,6.79836E+12,FALSE,shoeboxpk.myshopify.com,MoT5CbobNXtr,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
16280608,6.81131E+12,FALSE,shoeboxpk.myshopify.com,UfxbInTktRWr,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:32,mobile,null
15368655,6.72201E+12,FALSE,shoeboxpk.myshopify.com,cTz0Abq4geMe,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:29,mobile,null
16280480,6.80231E+12,FALSE,shoeboxpk.myshopify.com,JLY-WmY-Mms6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:32,mobile,null
16246216,6.63077E+12,FALSE,shoeboxpk.myshopify.com,EDm49NiXsiCL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:04,mobile,null
16207836,6.61856E+12,FALSE,shoeboxpk.myshopify.com,q2_NfMwnCmY6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:23,mobile,null
15617285,6.6878E+12,FALSE,shoeboxpk.myshopify.com,14BidaAcqGBR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
16279824,6.63032E+12,FALSE,shoeboxpk.myshopify.com,DN9BPbKpJT2k,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:32,mobile,null
15368847,6.87526E+12,FALSE,shoeboxpk.myshopify.com,dow9Eb4Hpd7c,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:29,mobile,null
16280368,6.76289E+12,FALSE,shoeboxpk.myshopify.com,gesZuJPIrCXJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:32,mobile,null
15617349,6.87747E+12,FALSE,shoeboxpk.myshopify.com,dT8MEQZ8fqB8,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
16280976,6.79836E+12,FALSE,shoeboxpk.myshopify.com,0tLV8bpJf3A7,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:32,mobile,null
15617445,6.54712E+12,FALSE,shoeboxpk.myshopify.com,u4eVx4E9IdD4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
15312791,6.63032E+12,FALSE,shoeboxpk.myshopify.com,L_2iwUCGeFsl,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:49,mobile,null
15539725,6.87526E+12,FALSE,shoeboxpk.myshopify.com,RMTKkTRvd7tX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:18,mobile,null
15334583,6.84205E+12,FALSE,shoeboxpk.myshopify.com,dtvtaUWyQa_j,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:09,mobile,null
15972486,6.69149E+12,FALSE,shoeboxpk.myshopify.com,Glo1IEChadBL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:38,mobile,null
15957966,6.87747E+12,FALSE,shoeboxpk.myshopify.com,tR7-S5n9i0GM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:32,mobile,null
15943614,6.76289E+12,FALSE,shoeboxpk.myshopify.com,idOwkQFd2567,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:15,mobile,null
15334567,6.67839E+12,FALSE,shoeboxpk.myshopify.com,ekAOTXMSvkNj,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:09,mobile,null
15527209,6.88053E+12,FALSE,shoeboxpk.myshopify.com,X1Sy7FvaxMdu,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:58,mobile,null
16028062,6.72201E+12,FALSE,shoeboxpk.myshopify.com,jxZtfw6BNvhz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:49,mobile,null
15539693,6.68217E+12,FALSE,shoeboxpk.myshopify.com,84JTsgz2WtJH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:18,mobile,null
16207868,6.60145E+12,FALSE,shoeboxpk.myshopify.com,GupRTxl4_1kM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:23,mobile,null
15564681,6.69017E+12,FALSE,shoeboxpk.myshopify.com,TJjXEGU-ZAA9,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:40,mobile,null
16204184,6.88247E+12,FALSE,shoeboxpk.myshopify.com,Pfx-g9wn7rTP,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:06,mobile,null
15577433,6.77325E+12,FALSE,shoeboxpk.myshopify.com,y3SofKitEg4L,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:56,mobile,null
16207804,6.67839E+12,TRUE,shoeboxpk.myshopify.com,ghuacSSR7Uni,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:23,mobile,null
16039138,6.87526E+12,FALSE,shoeboxpk.myshopify.com,S5FBlfCc7IQp,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:14,mobile,null
15396187,6.60671E+12,FALSE,shoeboxpk.myshopify.com,r4kp8n85rlHM,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:41,mobile,null
15368431,6.67839E+12,FALSE,shoeboxpk.myshopify.com,jF5nqcZKMcsz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:29,mobile,null
15416811,6.69017E+12,FALSE,shoeboxpk.myshopify.com,77baljYIbHnu,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:59,mobile,null
16217696,6.8499E+12,FALSE,shoeboxpk.myshopify.com,1u68iyZucJnK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:47,mobile,null
16279200,6.87747E+12,FALSE,shoeboxpk.myshopify.com,z04mpYtmyaFK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:31,mobile,null
16246088,6.8499E+12,FALSE,shoeboxpk.myshopify.com,kIkDKEea4RRX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:04,mobile,null
16279168,6.67713E+12,FALSE,shoeboxpk.myshopify.com,l8YX3wbImSYV,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:31,mobile,null
15616949,6.85007E+12,FALSE,shoeboxpk.myshopify.com,BkFeUN3JkRZJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
15292955,6.80231E+12,FALSE,shoeboxpk.myshopify.com,eAi8_rDfH5Dx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:11,mobile,null
15616901,6.68226E+12,FALSE,shoeboxpk.myshopify.com,gbV4OtH3u3p9,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
15958094,6.69017E+12,FALSE,shoeboxpk.myshopify.com,V_VopFolk6Xh,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:32,mobile,null
15972838,6.88053E+12,TRUE,shoeboxpk.myshopify.com,g-iYmx7eCF9W,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:38,mobile,null
15334823,6.89055E+12,FALSE,shoeboxpk.myshopify.com,P0Z_W_ChdeOA,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:09,mobile,null
15540077,6.84404E+12,FALSE,shoeboxpk.myshopify.com,lunvGsYMHtZO,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:19,mobile,null
16165304,6.87748E+12,FALSE,shoeboxpk.myshopify.com,bj0s2WODZh00,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:48,mobile,null
15263463,6.84404E+12,FALSE,shoeboxpk.myshopify.com,aX4tdoZp9b6s,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:53,mobile,null
16165368,6.84404E+12,FALSE,shoeboxpk.myshopify.com,#NAME?,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:48,mobile,null
16109628,6.89229E+12,FALSE,shoeboxpk.myshopify.com,J9hUmhOaZBXx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:19,desktop,null
15254355,6.77325E+12,FALSE,shoeboxpk.myshopify.com,709jFaBxdjn_,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:14,mobile,null
15234191,6.68226E+12,FALSE,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:55,mobile,null
15229763,6.84205E+12,FALSE,shoeboxpk.myshopify.com,Qgy65CNghS0m,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:53,mobile,null
16109772,6.69149E+12,FALSE,shoeboxpk.myshopify.com,o1TdK_vSCXfD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:19,mobile,null
16164824,6.69149E+12,FALSE,shoeboxpk.myshopify.com,T_-Fn9edUPq0,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:48,mobile,null
16148912,6.78753E+12,FALSE,shoeboxpk.myshopify.com,oyH-Q3ls4rfN,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:40,mobile,null
15930394,6.84404E+12,FALSE,shoeboxpk.myshopify.com,xb66Ownz5ojv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:59,mobile,null
15263207,6.61817E+12,FALSE,shoeboxpk.myshopify.com,UHxFzNuuxkNF,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:53,mobile,null
15292699,6.85007E+12,FALSE,shoeboxpk.myshopify.com,wqi-9Xn8xMYj,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:11,mobile,null
15279407,6.87748E+12,FALSE,shoeboxpk.myshopify.com,Uj0CIsOBY7R6,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:04,desktop,null
15947342,6.54906E+12,FALSE,shoeboxpk.myshopify.com,F1Efy82UlX__,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:22,mobile,null
15943310,6.60671E+12,FALSE,shoeboxpk.myshopify.com,7WL2ad2DTBel,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:15,mobile,null
15957950,6.61856E+12,FALSE,shoeboxpk.myshopify.com,540zXK1lP2tK,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:32,mobile,null
15298303,6.81131E+12,FALSE,shoeboxpk.myshopify.com,U1z1awLXfGpW,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:28,mobile,null
15977402,6.84404E+12,FALSE,shoeboxpk.myshopify.com,xnXp0g1xldgm,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:40,mobile,null
15971862,6.88053E+12,FALSE,shoeboxpk.myshopify.com,x1x9YePQFxBw,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:38,mobile,null
15312631,6.84205E+12,FALSE,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:49,mobile,null
15308867,6.8499E+12,FALSE,shoeboxpk.myshopify.com,w_d3JcukmkDY,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:48,mobile,null
15532525,6.69149E+12,FALSE,shoeboxpk.myshopify.com,BWrXeDxbXsQG,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:00,mobile,null
15527145,6.78497E+12,FALSE,shoeboxpk.myshopify.com,t_JurAIHwsKS,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 7:58,mobile,null
15334295,6.53738E+12,FALSE,shoeboxpk.myshopify.com,T4llr5b7MujF,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:09,mobile,null
15330115,6.81131E+12,FALSE,shoeboxpk.myshopify.com,08mLqrhiGAHb,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:07,mobile,null
15548853,6.60145E+12,FALSE,shoeboxpk.myshopify.com,Y5HnPPMuwSE4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:23,mobile,null
15539549,6.83611E+12,FALSE,shoeboxpk.myshopify.com,ffcp4-nW5VoU,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:18,mobile,null
16010798,6.80231E+12,FALSE,shoeboxpk.myshopify.com,lD763SJSyN8t,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:31,mobile,null
16007578,6.61856E+12,FALSE,shoeboxpk.myshopify.com,0ISnTiysuME-,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:29,mobile,null
16028014,6.72201E+12,FALSE,shoeboxpk.myshopify.com,GtZhu2VhKsAH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:49,mobile,null
15564665,6.69149E+12,FALSE,shoeboxpk.myshopify.com,i6P_76g2ZwsT,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:40,mobile,null
16027982,6.68217E+12,FALSE,shoeboxpk.myshopify.com,fbHtpLCmur6H,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:49,mobile,null
15577097,6.85007E+12,FALSE,shoeboxpk.myshopify.com,gWNp3cBm7rjb,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:56,mobile,null
15339643,6.78497E+12,FALSE,shoeboxpk.myshopify.com,Q45FmvrcQB5Z,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:57,mobile,null
15577033,6.87526E+12,FALSE,shoeboxpk.myshopify.com,AsUsXRuZHIdD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:56,mobile,null
16204152,6.64182E+12,FALSE,shoeboxpk.myshopify.com,S5FBlfCc7IQp,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:06,mobile,null
16203364,6.88053E+12,FALSE,shoeboxpk.myshopify.com,IUJJ7ff4YTmq,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:06,mobile,null
16042022,6.62398E+12,FALSE,shoeboxpk.myshopify.com,JTkCdA--VGN5,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:15,mobile,null
16039106,6.7862E+12,FALSE,shoeboxpk.myshopify.com,_En_7kDaKwNW,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:14,mobile,null
16207692,6.89055E+12,FALSE,shoeboxpk.myshopify.com,XDoIYcGMH4v5,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:23,mobile,null
15360363,6.78497E+12,FALSE,shoeboxpk.myshopify.com,3l7UwRNk4egL,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:21,mobile,null
15372643,6.83611E+12,FALSE,shoeboxpk.myshopify.com,jF5nqcZKMcsz,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:31,mobile,null
15368063,6.69149E+12,FALSE,shoeboxpk.myshopify.com,SgfUe8_qCTjB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:29,mobile,null
15395035,6.54579E+12,FALSE,shoeboxpk.myshopify.com,kF03SSbXXCNN,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:41,mobile,null
15390087,6.68226E+12,FALSE,shoeboxpk.myshopify.com,arbpLK4J6VFI,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:38,mobile,null
15416539,6.6129E+12,FALSE,shoeboxpk.myshopify.com,oYH0VIjrrE6V,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:59,mobile,null
16217616,6.69149E+12,FALSE,shoeboxpk.myshopify.com,zmq7gc-ZXGTR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:47,mobile,null
15416523,6.63032E+12,FALSE,shoeboxpk.myshopify.com,TB8he1DZAF_f,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:59,mobile,null
16237760,6.82984E+12,FALSE,shoeboxpk.myshopify.com,1pWAxWl4M-Tx,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 9:55,mobile,null
16264100,6.88247E+12,FALSE,shoeboxpk.myshopify.com,TihUdLPhuRIX,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:16,mobile,null
16245736,6.78497E+12,FALSE,shoeboxpk.myshopify.com,qBZFwn1oLULe,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:04,mobile,null
16264036,6.69149E+12,FALSE,shoeboxpk.myshopify.com,MDHc-XDWLlUs,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:16,mobile,null
15613929,6.81131E+12,FALSE,shoeboxpk.myshopify.com,3yJt4c492OSa,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:21,mobile,null
15427167,6.84205E+12,FALSE,shoeboxpk.myshopify.com,D0R1UtHIEM8D,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:23,mobile,null
15613577,6.84576E+12,FALSE,shoeboxpk.myshopify.com,Fx5uMP_5NEZv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:21,mobile,null
16279104,6.84205E+12,FALSE,shoeboxpk.myshopify.com,1IhaM_3RwjfD,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:31,mobile,null
16271324,6.84205E+12,FALSE,shoeboxpk.myshopify.com,fCIk__pSIev7,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:28,mobile,null
16165336,6.79885E+12,FALSE,shoeboxpk.myshopify.com,IY3_pyHkEjC0,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:48,mobile,null
15616885,6.84404E+12,FALSE,shoeboxpk.myshopify.com,fkxW3ljIB_n_,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 10:37,mobile,null
15334919,6.84205E+12,FALSE,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 8:09,mobile,null
15263527,6.69149E+12,FALSE,shoeboxpk.myshopify.com,WCea8J2MT9JJ,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 6:53,mobile,null
15905042,6.88246E+12,FALSE,shoeboxpk.myshopify.com,Evs5Ur1BatpR,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:17,mobile,null
15919050,6.77325E+12,FALSE,shoeboxpk.myshopify.com,U3rXR3K0LliB,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:29,mobile,null
15919022,6.62398E+12,FALSE,shoeboxpk.myshopify.com,kBb0WtiAJ_4j,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:29,mobile,null
15898190,6.80792E+12,FALSE,shoeboxpk.myshopify.com,1Djx5iKlOgUI,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:08,mobile,null
15895794,6.84205E+12,FALSE,shoeboxpk.myshopify.com,Y92QgQXnqo3K,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:07,mobile,null
15209923,6.76289E+12,FALSE,shoeboxpk.myshopify.com,ukI4IgkWM5Iw,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 4:57,desktop,null
15891850,6.79836E+12,TRUE,shoeboxpk.myshopify.com,CUK3a1XrXISf,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 4:54,mobile,null
15898318,6.85009E+12,FALSE,shoeboxpk.myshopify.com,pzO0nsCa0OEs,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:08,mobile,null
15896034,6.6878E+12,FALSE,shoeboxpk.myshopify.com,nNcTnH0hENmH,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:07,mobile,null
15919130,6.79885E+12,FALSE,shoeboxpk.myshopify.com,pOGNBv-WZr-U,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:29,mobile,null
15918990,6.77325E+12,FALSE,shoeboxpk.myshopify.com,oEk7yZ7ELmLq,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:29,mobile,null
15906030,6.78386E+12,FALSE,shoeboxpk.myshopify.com,Th7XE2o9TLs4,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:17,mobile,null
15491997,6.78497E+12,FALSE,shoeboxpk.myshopify.com,2xGsfuNM3fzv,12373fcff2284a409d56bcbe7c4a1ea1,null,null,20/09/2023 5:41,mobile,null
